Description,Amount,Created Time,Original Date,Type
Organizadores (Zapateras),"COP 49,900.00","January 23, 2023 12:04 AM",,Short-term
Percheros Cromados x2,"COP 14,900.00","January 29, 2023 2:20 AM",,Short-term
Soda Hatsu,"COP 9,600.00","February 5, 2023 4:20 PM",,Utilities
Cacerola Imusa,"COP 31,900.00","February 5, 2023 4:23 PM",,Short-term
Nana's Fuel,"COP 103,000.00","February 12, 2023 5:13 PM",,Utilities
Gas,"COP 18,000.00","February 18, 2023 3:55 PM",,Utilities
Toys,"COP 12,000.00","March 4, 2023 10:31 PM",,Discretionary
Cables HDMI X3,"COP 120,000.00","April 26, 2023 1:54 AM",,Short-term
Shawarmas,"COP 71,000.00","April 26, 2023 1:55 AM",,Discretionary
LimpiaVidrios,"COP 2,250.00","April 26, 2023 1:55 AM",,Utilities
Polvo Abrasivo,COP 20.00,"April 26, 2023 1:55 AM",,Utilities
Parfrait,"COP 8,800.00","April 26, 2023 2:02 AM",,Utilities
Toallas,"COP 12,000.00","April 26, 2023 2:03 AM",,Short-term
Sunday Lunch,"COP 40,000.00","April 26, 2023 2:03 AM",,Discretionary
Cervecería Magdalena,"COP 150,000.00","April 26, 2023 2:04 AM",,Discretionary
Salchichas De Pavo,"COP 42,900.00","April 26, 2023 2:10 AM",,Utilities
Alfombra,"COP 350,000.00","April 26, 2023 2:10 AM",,Short-term
Pasta dental X4 + Cortinas + Riel + Movilidad,"COP 250,000.00","April 26, 2023 2:10 AM",,Utilities
Uber,"COP 8,160.00","April 26, 2023 2:10 AM",,Discretionary
Uber,"COP 11,800.00","April 26, 2023 2:10 AM",,Discretionary
Sodas + Cervezas + Limpiador Facial,"COP 186,000.00","April 26, 2023 2:19 AM",,Discretionary
Uber,"COP 6,770.00","June 21, 2023 12:17 PM",,Discretionary
Uber,"COP 6,770.00","June 21, 2023 12:17 PM",,Discretionary
BBC,"COP 200,000.00","June 21, 2023 12:19 PM",,Discretionary
D1,"COP 288,000.00","June 21, 2023 12:19 PM",,Utilities
Burger King,"COP 55,000.00","June 21, 2023 12:22 PM",,Discretionary
Home Center,"COP 38,000.00","June 21, 2023 12:23 PM",,Utilities
Peliculas,"COP 200,000.00","June 21, 2023 12:24 PM",,Discretionary
Margarita,"COP 50,000.00","June 26, 2023 12:50 PM",,Sinking
D1,"COP 174,000.00","July 3, 2023 9:01 PM",,Utilities
Tarjeta Cinépolis,"COP 23,000.00","July 15, 2023 9:23 PM",,Discretionary
Pantalon,"COP 110,000.00","July 16, 2023 12:33 AM",,Discretionary
Fit Bar Café,"COP 56,000.00","July 29, 2023 9:43 PM",,Discretionary
Whiskey,"COP 120,000.00","July 30, 2023 6:52 PM",,Discretionary
Donacion,"COP 30,000.00","August 5, 2023 3:34 PM",,Discretionary
Makro,"COP 57,000.00","August 6, 2023 9:29 PM",,Utilities
Limpiador de inyectores,"COP 27,000.00","August 13, 2023 3:41 PM",,Utilities
DollarCity,"COP 82,000.00","September 3, 2023 2:04 PM",,Discretionary
Presto,"COP 90,000.00","October 7, 2023 11:09 PM",,Discretionary
Chicken Bake,"COP 12,000.00","October 14, 2023 9:57 PM",,Discretionary
Uber,"COP 10,240.00","November 25, 2023 5:07 PM",,Discretionary
Dumbells,"COP 230,000.00","December 2, 2023 1:23 PM",,Discretionary
Uber,"COP 10,000.00","December 9, 2023 11:31 PM",,Discretionary
Dinner at AlmaTerra (Pizza),"COP 90,000.00","December 10, 2023 1:07 AM",,Discretionary
Water Service,"COP 120,000.00","December 13, 2023 5:07 AM",,Utilities
Pretzels,"COP 14,000.00","December 16, 2023 9:27 PM",,Discretionary
Cleaning Lady Bonus,"COP 550,000.00","December 22, 2023 4:28 PM",,Utilities
Uber,"COP 14,620.00","December 24, 2023 5:54 PM",,Discretionary
Cleaning Service,"COP 60,000.00","January 2, 2024 9:00 PM",,Utilities
Melatonin,"COP 50,000.00","January 27, 2024 3:25 PM",,Utilities
Groceries@PriceSmart,"COP 80,000.00","February 4, 2024 6:57 PM",,Utilities
Gummy Bears,"COP 40,000.00","February 4, 2024 6:58 PM",,Discretionary
Coffee@Colate,"COP 50,000.00","February 17, 2024 9:54 PM",,Discretionary
Shirt@Miniso,"COP 19,800.00","February 24, 2024 10:52 PM",,Discretionary
Nazly,"COP 30,000.00","March 9, 2024 2:32 PM",,Discretionary
Groceries@Alkosto,"COP 30,000.00","March 11, 2024 1:43 AM",,Utilities
Electricity Service,"COP 700,000.00","March 17, 2024 7:49 AM",,Utilities
Lunch (Lasagna),"COP 30,000.00","March 17, 2024 8:52 PM",,Discretionary
SQL Udemy Course,"COP 50,000.00","March 21, 2024 2:00 AM",,Discretionary
Electricity Service,"COP 700,000.00","April 17, 2024 5:52 AM",,Utilities
Cleaning Service,"COP 60,000.00","April 23, 2024 9:02 PM",,Utilities
Ice Cream,"COP 17,500.00","April 27, 2024 9:11 PM",,Discretionary
Cleaning Service,"COP 60,000.00","April 30, 2024 9:00 PM",,Utilities
YouTube Premium,"COP 26,900.00","May 7, 2024 5:00 AM",,Utilities
Didi,"COP 11,500.00","May 10, 2024 2:37 AM",,Discretionary
Diet Ice Cream,"COP 22,900.00","May 18, 2024 10:52 PM",,Discretionary
Rent,"COP 1,000,000.00","May 24, 2024 6:20 AM",,Utilities
Dinner@Porthos,"COP 98,500.00","June 16, 2024 12:50 AM",,Discretionary
Supplies@DollarCity,"COP 48,500.00","June 16, 2024 2:11 AM",,Utilities
Gas Service,"COP 30,000.00","June 20, 2024 7:05 AM",,Utilities
Takeout,"COP 60,000.00","June 21, 2024 10:24 AM",,Discretionary
Asado de Calao,"COP 35,000.00","June 25, 2024 9:09 PM",,Discretionary
Dinner@BBQ,"COP 106,200.00","June 30, 2024 2:08 AM",,Discretionary
Manicure,"COP 30,000.00","July 22, 2024 12:39 AM",,Discretionary
Galleta's Quota,"COP 100,000.00","July 24, 2024 5:49 AM",,Discretionary
Apple One,"COP 83,900.00","July 24, 2024 6:55 AM",,Utilities
Coffee,"COP 4,700.00","August 10, 2024 9:01 PM",,Discretionary
Cellphone Plan,"COP 82,000.00","August 16, 2024 5:19 AM",,Utilities
Credit Card Quota,"COP 48,490.00","August 18, 2024 5:29 AM",,Utilities
Dad's Gift,"COP 130,000.00","August 20, 2024 12:44 AM",,Sinking
Gas Service,"COP 30,000.00","August 20, 2024 5:32 AM",,Utilities
Rent,"COP 1,000,000.00","August 24, 2024 5:55 AM",,Utilities
Apple One,"COP 83,900.00","August 24, 2024 6:23 AM",,Utilities
Power Adapter,"COP 26,000.00","August 25, 2024 10:59 PM",,Discretionary
Dad,"COP 400,000.00","August 26, 2024 6:03 PM",,Discretionary
Clothes,"COP 375,000.00","September 10, 2024 12:44 AM",,Discretionary
Credit Card Quota,"COP 48,490.00","April 18, 2026 5:00 AM",,Utilities
